id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,highlight,speaker,characters/1/hide_char_id,characters/2/hide_char_id,characters/0/hide_char_id,fade,jump_target
event_neverland2_04_e_38,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_38,True,,,,,,,,3,idle,,15,idle,,L_30,L_30,1.0,,,,noir_c,noir_c,,,,,
event_neverland2_04_e_39,40035,event_neverland2_04_e,Narration,Locale_MainScenario:event_neverland2_04_e_39,False,,,,,,,,3,idle,,15,idle,,L_30,L_300,1.0,bgm_story_herecomestrouble,sfx_scn_nualeu_boing,,,,,,,,
event_neverland2_04_e_40,40035,event_neverland2_04_e,Monologue,Locale_MainScenario:event_neverland2_04_e_40,False,,,,,,,,3,idle,,15,idle,,L_300,L_300,1.0,,,,,,,,,,
event_neverland2_04_e_41,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_41,True,,,,,,,,3,shy,,15,idle,,L_300,L_300,1.0,,,,noir_c,noir_c,,,,,
event_neverland2_04_e_42,40035,event_neverland2_04_e,Self,Locale_MainScenario:event_neverland2_04_e_42,False,,,,,,,,3,shy,,15,idle,,L_300,L_300,1.0,,,,,,,,,,
event_neverland2_04_e_43,40035,event_neverland2_04_e,Self,Locale_MainScenario:event_neverland2_04_e_43,False,,,,,,,,3,shy,,15,idle,,L_300,L_300,1.0,,,,,,,,,,
event_neverland2_04_e_44,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_44,True,,,,,,,,3,shy,,15,idle,,L_300,L_300,1.0,,,,noir_c,noir_c,,,,,
event_neverland2_04_e_45,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_45,True,,,,,,,,3,shy,,15,surprise,,L_300,L_300,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_46,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_46,True,,,,,,,,3,shy,,15,surprise,,L_300,L_300,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_47,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_47,True,,,,,,,,3,surprise,,15,surprise,,L_300,L_30,1.0,,,,noir_c,noir_c,,,,,
event_neverland2_04_e_48,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_48,True,,,,,,,,3,surprise,,15,surprise,,L_30,L_30,1.0,,,,noir_c,noir_c,,,,,
event_neverland2_04_e_49,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_49,True,,,,,,,,3,surprise,,15,surprise,,L_30,L_30,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_50,40035,event_neverland2_04_e,Narration,Locale_MainScenario:event_neverland2_04_e_50,False,mica_w,3,,blanc_c,5,,,3,surprise,,15,surprise,,black,black,1.0,,sfx_scn_Ladder_move,,,,,,,,
event_neverland2_04_e_51,40035,event_neverland2_04_e,Monologue,Locale_MainScenario:event_neverland2_04_e_51,False,,3,,,5,,,3,surprise,,1,surprise,,black,black,1.0,,,,,,blanc_c,,mica_w,,
event_neverland2_04_e_52,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_52,True,,,,,,,,3,surprise,,1,idle,,31,31,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_53,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_53,False,,,,,,,,3,surprise,,1,idle,,31,31,1.0,none,,,noir_c,noir_c,,,,,
event_neverland2_04_e_54,40035,event_neverland2_04_e,Self,Locale_MainScenario:event_neverland2_04_e_54,False,,,,,,,,3,surprise,,1,idle,,31,31,1.0,,,,,,,,,,
event_neverland2_04_e_55,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_55,True,,,,blanc_c,5,idle,,3,surprise,,1,idle,,31,5,1.0,bgm_inark,,,blanc_c,blanc_c,,,,,
event_neverland2_04_e_56,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_56,True,,,,,5,idle,,3,surprise,,1,idle,,5,5,1.0,,,,blanc_c,blanc_c,,,,,
event_neverland2_04_e_57,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_57,True,,,,,5,idle,,3,surprise,,1,idle,,5,L_50,1.0,,,,blanc_c,blanc_c,,,,,
event_neverland2_04_e_58,40035,event_neverland2_04_e,Monologue,Locale_MainScenario:event_neverland2_04_e_58,False,,,,,5,idle,,3,surprise,,1,idle,,L_50,L_50,1.0,,,,,,,,,,
event_neverland2_04_e_59,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_59,True,,,,,5,idle,,3,surprise,,1,angry,,10,10,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_60,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_60,True,mica_w,3,no,,5,idle,,3,idle,,1,idle,IceLand_n,10,100,1.0,,,,ludmilla_w,ludmilla_w,,noir_c,,black,
event_neverland2_04_e_61,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_61,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_62,40035,event_neverland2_04_e,Monologue,Locale_MainScenario:event_neverland2_04_e_62,False,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,,,,,,,
event_neverland2_04_e_63,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_63,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_64,40035,event_neverland2_04_e,Choice,Locale_MainScenario:event_neverland2_04_e_64,False,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,,,,,,,event_neverland2_04_e_66
event_neverland2_04_e_65,40035,event_neverland2_04_e,Choice,Locale_MainScenario:event_neverland2_04_e_65,False,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,,,,,,,event_neverland2_04_e_68
event_neverland2_04_e_66,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_66,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_67,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_67,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,event_neverland2_04_e_73
event_neverland2_04_e_68,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_68,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_69,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_69,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_70,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_70,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_71,40035,event_neverland2_04_e,Self,Locale_MainScenario:event_neverland2_04_e_71,False,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,,,,,,,
event_neverland2_04_e_72,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_72,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_300,1.0,,,,mica_w,mica_w,,,,,event_neverland2_04_e_73
event_neverland2_04_e_73,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_73,True,,3,no,,5,idle,,,,,1,idle,,S_300,S_30,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_74,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_74,True,,3,no,,5,idle,,,,,1,idle,,S_30,31,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_75,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_75,False,,3,no,,5,idle,,,,,1,idle,,31,31,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_76,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_76,True,,3,no,,5,idle,,,,,1,idle,,31,31,1.0,,,,mica_w,mica_w,,,,,
event_neverland2_04_e_77,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_77,True,,3,no,,5,idle,,,,,1,idle,,31,31,1.0,,,,ludmilla_w,ludmilla_w,,,,,
event_neverland2_04_e_78,40035,event_neverland2_04_e,Speech,Locale_MainScenario:event_neverland2_04_e_78,True,,3,no,,5,idle,,,,,1,idle,,31,31,1.0,,,,ludmilla_w,ludmilla_w,,,,,
